conv,1073741824,1,8,8,0,4,1,4,7,0,8,8,7,2,3046.600098
conv,1073741824,1,8,8,0,4,2,1,1,0,8,8,7,2,42775.101563
conv,1073741824,1,8,8,0,4,2,1,7,0,8,8,7,2,2154.500000
conv,1073741824,1,8,8,0,4,2,2,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,0,4,2,2,7,0,8,8,7,2,2001.199951
conv,1073741824,1,8,8,0,4,2,4,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,0,4,2,4,7,0,8,8,7,2,1839.300049
conv,1073741824,1,8,8,0,4,4,1,1,0,8,8,7,2,42951.898438
conv,1073741824,1,8,8,0,4,4,1,7,0,8,8,7,2,1873.900024
conv,1073741824,1,8,8,0,4,4,2,1,0,8,8,7,2,43022.300781
conv,1073741824,1,8,8,0,4,4,2,7,0,8,8,7,2,1836.900024
conv,1073741824,1,8,8,0,4,4,4,1,0,8,8,7,2,43003.398438
conv,1073741824,1,8,8,0,4,4,4,7,0,8,8,7,2,1761.900024
conv,1073741824,1,8,8,0,4,8,1,1,0,8,8,7,2,41592.101563
conv,1073741824,1,8,8,0,4,8,1,7,0,8,8,7,2,1441.500000
conv,1073741824,1,8,8,0,4,8,2,1,0,8,8,7,2,41592.101563
conv,1073741824,1,8,8,0,4,8,2,7,0,8,8,7,2,1395.300049
conv,1073741824,1,8,8,0,4,8,4,1,0,8,8,7,2,41592.101563
conv,1073741824,1,8,8,0,4,8,4,7,0,8,8,7,2,1360.400024
conv,1073741824,1,8,8,0,8,1,1,1,0,8,8,7,2,49556.601563
conv,1073741824,1,8,8,0,8,1,1,7,0,8,8,7,2,2591.600098
conv,1073741824,1,8,8,0,8,1,2,1,0,8,8,7,2,47506.800781
conv,1073741824,1,8,8,0,8,1,2,7,0,8,8,7,2,2144.199951
conv,1073741824,1,8,8,0,8,1,4,1,0,8,8,7,2,47506.800781
conv,1073741824,1,8,8,0,8,1,4,7,0,8,8,7,2,2114.199951
conv,1073741824,1,8,8,0,8,2,1,1,0,8,8,7,2,42775.101563
conv,1073741824,1,8,8,0,8,2,1,7,0,8,8,7,2,2069.699951
conv,1073741824,1,8,8,0,8,2,2,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,0,8,2,2,7,0,8,8,7,2,1875.199951
conv,1073741824,1,8,8,0,8,2,4,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,0,8,2,4,7,0,8,8,7,2,1688.300049
conv,1073741824,1,8,8,0,8,4,1,1,0,8,8,7,2,43907.300781
conv,1073741824,1,8,8,0,8,4,1,7,0,8,8,7,2,2133.500000
conv,1073741824,1,8,8,0,8,4,2,1,0,8,8,7,2,43813.300781
conv,1073741824,1,8,8,0,8,4,2,7,0,8,8,7,2,1942.400024
conv,1073741824,1,8,8,0,8,4,4,1,0,8,8,7,2,43813.300781
conv,1073741824,1,8,8,0,8,4,4,7,0,8,8,7,2,1338.300049
conv,1073741824,1,8,8,0,8,8,1,1,0,8,8,7,2,41592.101563
conv,1073741824,1,8,8,0,8,8,1,7,0,8,8,7,2,3296.199951
conv,1073741824,1,8,8,0,8,8,2,1,0,8,8,7,2,41592.101563
conv,1073741824,1,8,8,0,8,8,2,7,0,8,8,7,2,2695.000000
conv,1073741824,1,8,8,0,8,8,4,1,0,8,8,7,2,41592.101563
conv,1073741824,1,8,8,0,8,8,4,7,0,8,8,7,2,1844.800049
conv,1073741824,1,8,8,1,1,1,1,1,0,8,8,7,2,53046.000000
conv,1073741824,1,8,8,1,1,1,1,1,1,8,8,7,2,53921.199219
conv,1073741824,1,8,8,1,1,1,1,7,0,8,8,7,2,2211.800049
conv,1073741824,1,8,8,1,1,1,1,7,1,8,8,7,2,2214.199951
conv,1073741824,1,8,8,1,1,2,1,1,0,8,8,7,2,45246.699219
conv,1073741824,1,8,8,1,1,2,1,1,1,8,8,7,2,45321.101563
conv,1073741824,1,8,8,1,1,2,1,7,0,8,8,7,2,2202.399902
conv,1073741824,1,8,8,1,1,2,1,7,1,8,8,7,2,2309.899902
conv,1073741824,1,8,8,1,1,4,1,1,0,8,8,7,2,43797.800781
conv,1073741824,1,8,8,1,1,4,1,1,1,8,8,7,2,44041.601563
conv,1073741824,1,8,8,1,1,4,1,7,0,8,8,7,2,1966.900024
conv,1073741824,1,8,8,1,1,4,1,7,1,8,8,7,2,2001.300049
conv,1073741824,1,8,8,1,1,8,1,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,1,8,1,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,1,8,1,7,0,8,8,7,2,2168.899902
conv,1073741824,1,8,8,1,1,8,1,7,1,8,8,7,2,2030.699951
conv,1073741824,1,8,8,1,2,1,1,1,0,8,8,7,2,49556.601563
conv,1073741824,1,8,8,1,2,1,1,1,1,8,8,7,2,51327.000000
conv,1073741824,1,8,8,1,2,1,1,7,0,8,8,7,2,1893.699951
conv,1073741824,1,8,8,1,2,1,1,7,1,8,8,7,2,1819.800049
conv,1073741824,1,8,8,1,2,1,2,1,0,8,8,7,2,47351.898438
conv,1073741824,1,8,8,1,2,1,2,1,1,8,8,7,2,50029.898438
conv,1073741824,1,8,8,1,2,1,2,7,0,8,8,7,2,1903.500000
conv,1073741824,1,8,8,1,2,1,2,7,1,8,8,7,2,1829.599976
conv,1073741824,1,8,8,1,2,2,1,1,0,8,8,7,2,42775.101563
conv,1073741824,1,8,8,1,2,2,1,1,1,8,8,7,2,43419.101563
conv,1073741824,1,8,8,1,2,2,1,7,0,8,8,7,2,2087.899902
conv,1073741824,1,8,8,1,2,2,1,7,1,8,8,7,2,2118.300049
conv,1073741824,1,8,8,1,2,2,2,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,1,2,2,2,1,1,8,8,7,2,43419.101563
conv,1073741824,1,8,8,1,2,2,2,7,0,8,8,7,2,2073.199951
conv,1073741824,1,8,8,1,2,2,2,7,1,8,8,7,2,2103.699951
conv,1073741824,1,8,8,1,2,4,1,1,0,8,8,7,2,42849.500000
conv,1073741824,1,8,8,1,2,4,1,1,1,8,8,7,2,43094.000000
conv,1073741824,1,8,8,1,2,4,1,7,0,8,8,7,2,2007.900024
conv,1073741824,1,8,8,1,2,4,1,7,1,8,8,7,2,2052.600098
conv,1073741824,1,8,8,1,2,4,2,1,0,8,8,7,2,42870.000000
conv,1073741824,1,8,8,1,2,4,2,1,1,8,8,7,2,43113.800781
conv,1073741824,1,8,8,1,2,4,2,7,0,8,8,7,2,1991.099976
conv,1073741824,1,8,8,1,2,4,2,7,1,8,8,7,2,2032.000000
conv,1073741824,1,8,8,1,2,8,1,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,2,8,1,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,2,8,1,7,0,8,8,7,2,2266.399902
conv,1073741824,1,8,8,1,2,8,1,7,1,8,8,7,2,2176.500000
conv,1073741824,1,8,8,1,2,8,2,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,2,8,2,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,2,8,2,7,0,8,8,7,2,2244.500000
conv,1073741824,1,8,8,1,2,8,2,7,1,8,8,7,2,2153.699951
conv,1073741824,1,8,8,1,4,1,1,1,0,8,8,7,2,49556.601563
conv,1073741824,1,8,8,1,4,1,1,1,1,8,8,7,2,51327.000000
conv,1073741824,1,8,8,1,4,1,1,7,0,8,8,7,2,1678.900024
conv,1073741824,1,8,8,1,4,1,1,7,1,8,8,7,2,1654.000000
conv,1073741824,1,8,8,1,4,1,2,1,0,8,8,7,2,47506.800781
conv,1073741824,1,8,8,1,4,1,2,1,1,8,8,7,2,50029.898438
conv,1073741824,1,8,8,1,4,1,2,7,0,8,8,7,2,1677.099976
conv,1073741824,1,8,8,1,4,1,2,7,1,8,8,7,2,1634.199951
conv,1073741824,1,8,8,1,4,1,4,1,0,8,8,7,2,47506.800781
conv,1073741824,1,8,8,1,4,1,4,1,1,8,8,7,2,50029.898438
conv,1073741824,1,8,8,1,4,1,4,7,0,8,8,7,2,1674.000000
conv,1073741824,1,8,8,1,4,1,4,7,1,8,8,7,2,1635.199951
conv,1073741824,1,8,8,1,4,2,1,1,0,8,8,7,2,42775.101563
conv,1073741824,1,8,8,1,4,2,1,1,1,8,8,7,2,43419.101563
conv,1073741824,1,8,8,1,4,2,1,7,0,8,8,7,2,1987.199951
conv,1073741824,1,8,8,1,4,2,1,7,1,8,8,7,2,1992.199951
conv,1073741824,1,8,8,1,4,2,2,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,1,4,2,2,1,1,8,8,7,2,43419.101563
conv,1073741824,1,8,8,1,4,2,2,7,0,8,8,7,2,1909.000000
conv,1073741824,1,8,8,1,4,2,2,7,1,8,8,7,2,1901.000000
conv,1073741824,1,8,8,1,4,2,4,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,1,4,2,4,1,1,8,8,7,2,43419.101563
conv,1073741824,1,8,8,1,4,2,4,7,0,8,8,7,2,1815.500000
conv,1073741824,1,8,8,1,4,2,4,7,1,8,8,7,2,1804.000000
conv,1073741824,1,8,8,1,4,4,1,1,0,8,8,7,2,42847.800781
conv,1073741824,1,8,8,1,4,4,1,1,1,8,8,7,2,43090.000000
conv,1073741824,1,8,8,1,4,4,1,7,0,8,8,7,2,2255.699951
conv,1073741824,1,8,8,1,4,4,1,7,1,8,8,7,2,2258.000000
conv,1073741824,1,8,8,1,4,4,2,1,0,8,8,7,2,42894.601563
conv,1073741824,1,8,8,1,4,4,2,1,1,8,8,7,2,43100.300781
conv,1073741824,1,8,8,1,4,4,2,7,0,8,8,7,2,2140.600098
conv,1073741824,1,8,8,1,4,4,2,7,1,8,8,7,2,2123.199951
conv,1073741824,1,8,8,1,4,4,4,1,0,8,8,7,2,42894.601563
conv,1073741824,1,8,8,1,4,4,4,1,1,8,8,7,2,43102.300781
conv,1073741824,1,8,8,1,4,4,4,7,0,8,8,7,2,2034.800049
conv,1073741824,1,8,8,1,4,4,4,7,1,8,8,7,2,2009.300049
conv,1073741824,1,8,8,1,4,8,1,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,4,8,1,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,4,8,1,7,0,8,8,7,2,3113.100098
conv,1073741824,1,8,8,1,4,8,1,7,1,8,8,7,2,3105.600098
conv,1073741824,1,8,8,1,4,8,2,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,4,8,2,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,4,8,2,7,0,8,8,7,2,2919.699951
conv,1073741824,1,8,8,1,4,8,2,7,1,8,8,7,2,2959.199951
conv,1073741824,1,8,8,1,4,8,4,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,4,8,4,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,4,8,4,7,0,8,8,7,2,2799.100098
conv,1073741824,1,8,8,1,4,8,4,7,1,8,8,7,2,2867.800049
conv,1073741824,1,8,8,1,8,1,1,1,0,8,8,7,2,49556.601563
conv,1073741824,1,8,8,1,8,1,1,1,1,8,8,7,2,51327.000000
conv,1073741824,1,8,8,1,8,1,1,7,0,8,8,7,2,1919.300049
conv,1073741824,1,8,8,1,8,1,1,7,1,8,8,7,2,1960.900024
conv,1073741824,1,8,8,1,8,1,2,1,0,8,8,7,2,47506.800781
conv,1073741824,1,8,8,1,8,1,2,1,1,8,8,7,2,50029.898438
conv,1073741824,1,8,8,1,8,1,2,7,0,8,8,7,2,1725.400024
conv,1073741824,1,8,8,1,8,1,2,7,1,8,8,7,2,1674.099976
conv,1073741824,1,8,8,1,8,1,4,1,0,8,8,7,2,47506.800781
conv,1073741824,1,8,8,1,8,1,4,1,1,8,8,7,2,50029.898438
conv,1073741824,1,8,8,1,8,1,4,7,0,8,8,7,2,1606.199951
conv,1073741824,1,8,8,1,8,1,4,7,1,8,8,7,2,1599.900024
conv,1073741824,1,8,8,1,8,2,1,1,0,8,8,7,2,42775.101563
conv,1073741824,1,8,8,1,8,2,1,1,1,8,8,7,2,43419.101563
conv,1073741824,1,8,8,1,8,2,1,7,0,8,8,7,2,2274.899902
conv,1073741824,1,8,8,1,8,2,1,7,1,8,8,7,2,2310.500000
conv,1073741824,1,8,8,1,8,2,2,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,1,8,2,2,1,1,8,8,7,2,43419.101563
conv,1073741824,1,8,8,1,8,2,2,7,0,8,8,7,2,1907.300049
conv,1073741824,1,8,8,1,8,2,2,7,1,8,8,7,2,1843.000000
conv,1073741824,1,8,8,1,8,2,4,1,0,8,8,7,2,42662.300781
conv,1073741824,1,8,8,1,8,2,4,1,1,8,8,7,2,43419.101563
conv,1073741824,1,8,8,1,8,2,4,7,0,8,8,7,2,1772.900024
conv,1073741824,1,8,8,1,8,2,4,7,1,8,8,7,2,1766.199951
conv,1073741824,1,8,8,1,8,4,1,1,0,8,8,7,2,43592.601563
conv,1073741824,1,8,8,1,8,4,1,1,1,8,8,7,2,43836.398438
conv,1073741824,1,8,8,1,8,4,1,7,0,8,8,7,2,2962.399902
conv,1073741824,1,8,8,1,8,4,1,7,1,8,8,7,2,2950.399902
conv,1073741824,1,8,8,1,8,4,2,1,0,8,8,7,2,43498.601563
conv,1073741824,1,8,8,1,8,4,2,1,1,8,8,7,2,43742.398438
conv,1073741824,1,8,8,1,8,4,2,7,0,8,8,7,2,2707.399902
conv,1073741824,1,8,8,1,8,4,2,7,1,8,8,7,2,2636.000000
conv,1073741824,1,8,8,1,8,4,4,1,0,8,8,7,2,43498.601563
conv,1073741824,1,8,8,1,8,4,4,1,1,8,8,7,2,43742.398438
conv,1073741824,1,8,8,1,8,4,4,7,0,8,8,7,2,2446.300049
conv,1073741824,1,8,8,1,8,4,4,7,1,8,8,7,2,2349.100098
conv,1073741824,1,8,8,1,8,8,1,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,8,8,1,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,8,8,1,7,0,8,8,7,2,3390.000000
conv,1073741824,1,8,8,1,8,8,1,7,1,8,8,7,2,3368.699951
conv,1073741824,1,8,8,1,8,8,2,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,8,8,2,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,8,8,2,7,0,8,8,7,2,2926.800049
conv,1073741824,1,8,8,1,8,8,2,7,1,8,8,7,2,2884.600098
conv,1073741824,1,8,8,1,8,8,4,1,0,8,8,7,2,41935.898438
conv,1073741824,1,8,8,1,8,8,4,1,1,8,8,7,2,42179.699219
conv,1073741824,1,8,8,1,8,8,4,7,0,8,8,7,2,2659.899902
conv,1073741824,1,8,8,1,8,8,4,7,1,8,8,7,2,2651.699951
conv,1073741824,1,8,8,2,1,1,1,1,0,14,14,7,2,53046.000000
conv,1073741824,1,8,8,2,1,1,1,1,1,14,14,7,2,53921.199219
conv,1073741824,1,8,8,2,1,1,1,7,0,14,14,7,2,2547.399902
conv,1073741824,1,8,8,2,1,1,1,7,1,14,14,7,2,2590.100098
conv,1073741824,1,8,8,2,1,2,1,1,0,14,11,7,2,45246.699219
conv,1073741824,1,8,8,2,1,2,1,1,1,14,11,7,2,45321.101563
conv,1073741824,1,8,8,2,1,2,1,7,0,14,11,7,2,2394.199951
conv,1073741824,1,8,8,2,1,2,1,7,1,14,11,7,2,2430.800049
conv,1073741824,1,8,8,2,1,4,1,1,0,14,10,7,2,45229.898438
conv,1073741824,1,8,8,2,1,4,1,1,1,14,10,7,2,45473.699219
conv,1073741824,1,8,8,2,1,4,1,7,0,14,10,7,2,2394.199951
conv,1073741824,1,8,8,2,1,4,1,7,1,14,10,7,2,2430.800049
conv,1073741824,1,8,8,2,1,8,1,1,0,14,9,7,2,42445.500000
conv,1073741824,1,8,8,2,1,8,1,1,1,14,9,7,2,43204.101563
conv,1073741824,1,8,8,2,1,8,1,7,0,14,9,7,2,1820.800049
conv,1073741824,1,8,8,2,1,8,1,7,1,14,9,7,2,1818.500000
conv,1073741824,1,8,8,2,2,1,1,1,0,11,14,7,2,49556.601563
conv,1073741824,1,8,8,2,2,1,1,1,1,11,14,7,2,51327.000000
conv,1073741824,1,8,8,2,2,1,1,7,0,11,14,7,2,2336.500000
conv,1073741824,1,8,8,2,2,1,1,7,1,11,14,7,2,2380.899902
conv,1073741824,1,8,8,2,2,1,2,1,0,11,14,7,2,47351.898438
conv,1073741824,1,8,8,2,2,1,2,1,1,11,14,7,2,50029.898438
conv,1073741824,1,8,8,2,2,1,2,7,0,11,14,7,2,1434.099976
conv,1073741824,1,8,8,2,2,1,2,7,1,11,14,7,2,1417.199951
conv,1073741824,1,8,8,2,2,2,1,1,0,11,11,7,2,42775.101563
conv,1073741824,1,8,8,2,2,2,1,1,1,11,11,7,2,43419.101563
conv,1073741824,1,8,8,2,2,2,1,7,0,11,11,7,2,2371.199951
conv,1073741824,1,8,8,2,2,2,1,7,1,11,11,7,2,2407.800049
conv,1073741824,1,8,8,2,2,2,2,1,0,11,11,7,2,42662.300781
conv,1073741824,1,8,8,2,2,2,2,1,1,11,11,7,2,43419.101563
conv,1073741824,1,8,8,2,2,2,2,7,0,11,11,7,2,1443.500000
conv,1073741824,1,8,8,2,2,2,2,7,1,11,11,7,2,1426.300049
conv,1073741824,1,8,8,2,2,4,1,1,0,11,10,7,2,44456.800781
conv,1073741824,1,8,8,2,2,4,1,1,1,11,10,7,2,44700.601563
conv,1073741824,1,8,8,2,2,4,1,7,0,11,10,7,2,2371.199951
conv,1073741824,1,8,8,2,2,4,1,7,1,11,10,7,2,2407.800049
conv,1073741824,1,8,8,2,2,4,2,1,0,11,10,7,2,44436.101563
conv,1073741824,1,8,8,2,2,4,2,1,1,11,10,7,2,44679.898438
conv,1073741824,1,8,8,2,2,4,2,7,0,11,10,7,2,1416.800049
conv,1073741824,1,8,8,2,2,4,2,7,1,11,10,7,2,1403.000000
conv,1073741824,1,8,8,2,2,8,1,1,0,11,9,7,2,42445.500000
conv,1073741824,1,8,8,2,2,8,1,1,1,11,9,7,2,43204.101563
conv,1073741824,1,8,8,2,2,8,1,7,0,11,9,7,2,1810.199951
conv,1073741824,1,8,8,2,2,8,1,7,1,11,9,7,2,1793.400024
conv,1073741824,1,8,8,2,2,8,2,1,0,11,9,7,2,42445.500000
conv,1073741824,1,8,8,2,2,8,2,1,1,11,9,7,2,43204.101563
conv,1073741824,1,8,8,2,2,8,2,7,0,11,9,7,2,1525.400024
conv,1073741824,1,8,8,2,2,8,2,7,1,11,9,7,2,1438.400024
conv,1073741824,1,8,8,2,4,1,1,1,0,10,14,7,2,49556.601563
conv,1073741824,1,8,8,2,4,1,1,1,1,10,14,7,2,51327.000000
conv,1073741824,1,8,8,2,4,1,1,7,0,10,14,7,2,2041.699951
conv,1073741824,1,8,8,2,4,1,1,7,1,10,14,7,2,2048.399902
conv,1073741824,1,8,8,2,4,1,2,1,0,10,14,7,2,47506.800781
conv,1073741824,1,8,8,2,4,1,2,1,1,10,14,7,2,50029.898438
conv,1073741824,1,8,8,2,4,1,2,7,0,10,14,7,2,1220.400024
conv,1073741824,1,8,8,2,4,1,2,7,1,10,14,7,2,1182.599976
conv,1073741824,1,8,8,2,4,2,1,1,0,10,11,7,2,42775.101563
conv,1073741824,1,8,8,2,4,2,1,1,1,10,11,7,2,43419.101563
conv,1073741824,1,8,8,2,4,2,1,7,0,10,11,7,2,2067.600098
conv,1073741824,1,8,8,2,4,2,1,7,1,10,11,7,2,2084.500000
conv,1073741824,1,8,8,2,4,2,2,1,0,10,11,7,2,42662.300781
conv,1073741824,1,8,8,2,4,2,2,1,1,10,11,7,2,43419.101563
conv,1073741824,1,8,8,2,4,2,2,7,0,10,11,7,2,1218.099976
conv,1073741824,1,8,8,2,4,2,2,7,1,10,11,7,2,1178.500000
conv,1073741824,1,8,8,2,4,4,1,1,0,10,10,7,2,43976.000000
conv,1073741824,1,8,8,2,4,4,1,1,1,10,10,7,2,44279.601563
conv,1073741824,1,8,8,2,4,4,1,7,0,10,10,7,2,2075.600098
conv,1073741824,1,8,8,2,4,4,1,7,1,10,10,7,2,2095.699951
conv,1073741824,1,8,8,2,4,4,2,1,0,10,10,7,2,43976.000000
conv,1073741824,1,8,8,2,4,4,2,1,1,10,10,7,2,44220.898438
conv,1073741824,1,8,8,2,4,4,2,7,0,10,10,7,2,1152.400024
conv,1073741824,1,8,8,2,4,4,2,7,1,10,10,7,2,1140.000000
conv,1073741824,1,8,8,2,4,8,1,1,0,10,9,7,2,43058.398438
conv,1073741824,1,8,8,2,4,8,1,1,1,10,9,7,2,43250.000000
conv,1073741824,1,8,8,2,4,8,1,7,0,10,9,7,2,1971.800049
conv,1073741824,1,8,8,2,4,8,1,7,1,10,9,7,2,1978.000000
conv,1073741824,1,8,8,2,4,8,2,1,0,10,9,7,2,43142.500000
conv,1073741824,1,8,8,2,4,8,2,1,1,10,9,7,2,43386.300781
conv,1073741824,1,8,8,2,4,8,2,7,0,10,9,7,2,1388.599976
conv,1073741824,1,8,8,2,4,8,2,7,1,10,9,7,2,1359.599976
conv,1073741824,1,8,8,2,8,1,1,1,0,9,14,7,2,49556.601563
conv,1073741824,1,8,8,2,8,1,1,1,1,9,14,7,2,51327.000000
conv,1073741824,1,8,8,2,8,1,1,7,0,9,14,7,2,1855.099976
conv,1073741824,1,8,8,2,8,1,1,7,1,9,14,7,2,1799.000000
conv,1073741824,1,8,8,2,8,1,2,1,0,9,14,7,2,47506.800781
conv,1073741824,1,8,8,2,8,1,2,1,1,9,14,7,2,50029.898438
conv,1073741824,1,8,8,2,8,1,2,7,0,9,14,7,2,1164.599976
conv,1073741824,1,8,8,2,8,1,2,7,1,9,14,7,2,1174.500000
conv,1073741824,1,8,8,2,8,2,1,1,0,9,11,7,2,42775.101563
conv,1073741824,1,8,8,2,8,2,1,1,1,9,11,7,2,43419.101563
conv,1073741824,1,8,8,2,8,2,1,7,0,9,11,7,2,1840.800049
conv,1073741824,1,8,8,2,8,2,1,7,1,9,11,7,2,1781.900024
conv,1073741824,1,8,8,2,8,2,2,1,0,9,11,7,2,42662.300781
conv,1073741824,1,8,8,2,8,2,2,1,1,9,11,7,2,43419.101563
conv,1073741824,1,8,8,2,8,2,2,7,0,9,11,7,2,1185.400024
conv,1073741824,1,8,8,2,8,2,2,7,1,9,11,7,2,1195.300049
conv,1073741824,1,8,8,2,8,4,1,1,0,9,10,7,2,45024.699219
conv,1073741824,1,8,8,2,8,4,1,1,1,9,10,7,2,45268.500000
conv,1073741824,1,8,8,2,8,4,1,7,0,9,10,7,2,2082.399902
conv,1073741824,1,8,8,2,8,4,1,7,1,9,10,7,2,1881.099976
conv,1073741824,1,8,8,2,8,4,2,1,0,9,10,7,2,44930.699219
conv,1073741824,1,8,8,2,8,4,2,1,1,9,10,7,2,45174.500000
conv,1073741824,1,8,8,2,8,4,2,7,0,9,10,7,2,1188.199951
conv,1073741824,1,8,8,2,8,4,2,7,1,9,10,7,2,1186.099976
conv,1073741824,1,8,8,2,8,8,1,1,0,9,9,7,2,43218.699219
conv,1073741824,1,8,8,2,8,8,1,1,1,9,9,7,2,43462.500000
conv,1073741824,1,8,8,2,8,8,1,7,0,9,9,7,2,2602.699951
conv,1073741824,1,8,8,2,8,8,1,7,1,9,9,7,2,2567.199951
conv,1073741824,1,8,8,2,8,8,2,1,0,9,9,7,2,43144.601563
conv,1073741824,1,8,8,2,8,8,2,1,1,9,9,7,2,43389.199219
conv,1073741824,1,8,8,2,8,8,2,7,0,9,9,7,2,1828.900024
conv,1073741824,1,8,8,2,8,8,2,7,1,9,9,7,2,1828.900024
conv,1073741824,1,8,16,0,1,1,1,1,0,8,16,7,2,52802.800781
conv,1073741824,1,8,16,0,1,1,1,7,0,8,16,7,2,2987.699951
conv,1073741824,1,8,16,0,1,2,1,1,0,8,16,7,2,45172.898438
conv,1073741824,1,8,16,0,1,2,1,7,0,8,16,7,2,2244.000000
conv,1073741824,1,8,16,0,1,4,1,1,0,8,16,7,2,43972.800781
conv,1073741824,1,8,16,0,1,4,1,7,0,8,16,7,2,2045.500000
conv,1073741824,1,8,16,0,1,8,1,1,0,8,16,7,2,41652.500000
conv,1073741824,1,8,16,0,1,8,1,7,0,8,16,7,2,1907.199951
conv,1073741824,1,8,16,0,2,1,1,1,0,8,16,7,2,49556.601563
conv,1073741824,1,8,16,0,2,1,1,7,0,8,16,7,2,3229.399902
conv,1073741824,1,8,16,0,2,1,2,1,0,8,16,7,2,47590.000000
conv,1073741824,1,8,16,0,2,1,2,7,0,8,16,7,2,3190.600098
conv,1073741824,1,8,16,0,2,2,1,1,0,8,16,7,2,42775.101563
conv,1073741824,1,8,16,0,2,2,1,7,0,8,16,7,2,2202.199951
conv,1073741824,1,8,16,0,2,2,2,1,0,8,16,7,2,42662.300781
conv,1073741824,1,8,16,0,2,2,2,7,0,8,16,7,2,2108.600098
conv,1073741824,1,8,16,0,2,4,1,1,0,8,16,7,2,42876.800781
conv,1073741824,1,8,16,0,2,4,1,7,0,8,16,7,2,1991.300049
conv,1073741824,1,8,16,0,2,4,2,1,0,8,16,7,2,42876.800781
conv,1073741824,1,8,16,0,2,4,2,7,0,8,16,7,2,1920.900024
conv,1073741824,1,8,16,0,2,8,1,1,0,8,16,7,2,41652.500000
conv,1073741824,1,8,16,0,2,8,1,7,0,8,16,7,2,1957.800049
