reduction,67108864,64,64,0,192,16,1,7,2,1980.699951
reduction,1073741824,64,64,0,384,1,1,7,2,2102.800049
reduction,536870912,64,64,0,384,2,1,7,2,1604.000000
reduction,268435456,64,64,0,384,4,1,7,2,1489.000000
reduction,134217728,64,64,0,384,8,1,7,2,1489.000000
reduction,67108864,64,64,0,384,16,1,7,2,1483.599976
reduction,1073741824,64,64,1,0,1,0,7,2,6112.500000
reduction,1073741824,64,64,1,0,1,1,7,2,79909.601563
reduction,536870912,64,64,1,0,2,0,7,2,5765.600098
reduction,536870912,64,64,1,0,2,1,7,2,79585.296875
reduction,268435456,64,64,1,0,4,0,7,2,5765.600098
reduction,268435456,64,64,1,0,4,1,7,2,63955.000000
reduction,134217728,64,64,1,0,8,0,7,2,5765.600098
reduction,134217728,64,64,1,0,8,1,7,2,70644.296875
reduction,67108864,64,64,1,0,16,0,7,2,5765.600098
reduction,67108864,64,64,1,0,16,1,7,2,57726.800781
reduction,1073741824,128,128,0,24,1,1,7,2,7038.799805
reduction,536870912,128,128,0,24,2,1,7,2,7049.700195
reduction,268435456,128,128,0,24,4,1,7,2,7049.700195
reduction,134217728,128,128,0,24,8,1,7,2,7049.700195
reduction,67108864,128,128,0,24,16,1,7,2,7049.700195
reduction,1073741824,128,128,0,48,1,1,7,2,6950.200195
reduction,536870912,128,128,0,48,2,1,7,2,6961.100098
reduction,268435456,128,128,0,48,4,1,7,2,6961.100098
reduction,134217728,128,128,0,48,8,1,7,2,6961.100098
reduction,67108864,128,128,0,48,16,1,7,2,6748.299805
reduction,1073741824,128,128,0,96,1,1,7,2,4940.399902
reduction,536870912,128,128,0,96,2,1,7,2,4951.299805
reduction,268435456,128,128,0,96,4,1,7,2,4951.299805
reduction,134217728,128,128,0,96,8,1,7,2,4951.299805
reduction,67108864,128,128,0,96,16,1,7,2,4720.200195
reduction,1073741824,128,128,0,192,1,1,7,2,2528.399902
reduction,536870912,128,128,0,192,2,1,7,2,2528.500000
reduction,268435456,128,128,0,192,4,1,7,2,2183.100098
reduction,134217728,128,128,0,192,8,1,7,2,2189.800049
reduction,67108864,128,128,0,192,16,1,7,2,1961.400024
reduction,1073741824,128,128,0,384,1,1,7,2,1237.000000
reduction,536870912,128,128,0,384,2,1,7,2,1226.199951
reduction,268435456,128,128,0,384,4,1,7,2,1053.500000
reduction,134217728,128,128,0,384,8,1,7,2,1036.599976
reduction,67108864,128,128,0,384,16,1,7,2,1200.199951
reduction,1073741824,128,128,1,0,1,0,7,2,5739.799805
reduction,1073741824,128,128,1,0,1,1,7,2,74388.203125
reduction,536870912,128,128,1,0,2,0,7,2,5392.899902
reduction,536870912,128,128,1,0,2,1,7,2,74063.898438
reduction,268435456,128,128,1,0,4,0,7,2,5392.899902
reduction,268435456,128,128,1,0,4,1,7,2,56476.398438
reduction,134217728,128,128,1,0,8,0,7,2,5392.899902
reduction,134217728,128,128,1,0,8,1,7,2,43133.300781
reduction,67108864,128,128,1,0,16,0,7,2,5392.899902
reduction,67108864,128,128,1,0,16,1,7,2,33289.699219
reduction,1073741824,256,256,0,24,1,1,7,2,4366.899902
reduction,536870912,256,256,0,24,2,1,7,2,4366.899902
reduction,268435456,256,256,0,24,4,1,7,2,4246.200195
reduction,134217728,256,256,0,24,8,1,7,2,4119.200195
reduction,67108864,256,256,0,24,16,1,7,2,4113.100098
reduction,1073741824,256,256,0,48,1,1,7,2,3479.699951
reduction,536870912,256,256,0,48,2,1,7,2,3479.699951
reduction,268435456,256,256,0,48,4,1,7,2,3479.699951
reduction,134217728,256,256,0,48,8,1,7,2,3399.000000
reduction,67108864,256,256,0,48,16,1,7,2,3231.800049
reduction,1073741824,256,256,0,96,1,1,7,2,1171.699951
reduction,536870912,256,256,0,96,2,1,7,2,1171.699951
reduction,268435456,256,256,0,96,4,1,7,2,1171.699951
reduction,134217728,256,256,0,96,8,1,7,2,1150.800049
reduction,67108864,256,256,0,96,16,1,7,2,1103.199951
reduction,1073741824,256,256,0,192,1,1,7,2,970.700012
reduction,536870912,256,256,0,192,2,1,7,2,970.700012
reduction,268435456,256,256,0,192,4,1,7,2,970.700012
reduction,134217728,256,256,0,192,8,1,7,2,1006.599976
reduction,67108864,256,256,0,192,16,1,7,2,960.500000
reduction,1073741824,256,256,0,384,1,1,7,2,851.400024
reduction,536870912,256,256,0,384,2,1,7,2,849.700012
reduction,268435456,256,256,0,384,4,1,7,2,830.299988
reduction,134217728,256,256,0,384,8,1,7,2,1065.699951
reduction,67108864,256,256,0,384,16,1,7,2,1604.800049
reduction,1073741824,256,256,1,0,1,0,7,2,7175.000000
reduction,1073741824,256,256,1,0,1,1,7,2,61486.101563
reduction,536870912,256,256,1,0,2,0,7,2,6828.100098
reduction,536870912,256,256,1,0,2,1,7,2,61161.800781
reduction,268435456,256,256,1,0,4,0,7,2,6828.100098
reduction,268435456,256,256,1,0,4,1,7,2,45369.398438
reduction,134217728,256,256,1,0,8,0,7,2,6828.100098
reduction,134217728,256,256,1,0,8,1,7,2,34199.500000
reduction,67108864,256,256,1,0,16,0,7,2,6828.100098
reduction,67108864,256,256,1,0,16,1,7,2,35611.800781
reduction,1073741824,512,512,0,24,1,1,7,2,3724.100098
reduction,536870912,512,512,0,24,2,1,7,2,3697.699951
reduction,268435456,512,512,0,24,4,1,7,2,3697.800049
reduction,134217728,512,512,0,24,8,1,7,2,3617.300049
reduction,67108864,512,512,0,24,16,1,7,2,3620.500000
reduction,1073741824,512,512,0,48,1,1,7,2,3465.000000
reduction,536870912,512,512,0,48,2,1,7,2,3465.000000
reduction,268435456,512,512,0,48,4,1,7,2,3465.000000
reduction,134217728,512,512,0,48,8,1,7,2,3384.500000
reduction,67108864,512,512,0,48,16,1,7,2,3217.300049
reduction,1073741824,512,512,0,96,1,1,7,2,1171.199951
reduction,536870912,512,512,0,96,2,1,7,2,1171.199951
reduction,268435456,512,512,0,96,4,1,7,2,1171.199951
reduction,134217728,512,512,0,96,8,1,7,2,1150.500000
reduction,67108864,512,512,0,96,16,1,7,2,1102.900024
reduction,1073741824,512,512,0,192,1,1,7,2,969.200012
reduction,536870912,512,512,0,192,2,1,7,2,969.200012
reduction,268435456,512,512,0,192,4,1,7,2,969.799988
reduction,134217728,512,512,0,192,8,1,7,2,1005.900024
reduction,67108864,512,512,0,192,16,1,7,2,959.799988
reduction,1073741824,512,512,0,384,1,1,7,2,782.599976
reduction,536870912,512,512,0,384,2,1,7,2,777.599976
reduction,268435456,512,512,0,384,4,1,7,2,775.599976
reduction,134217728,512,512,0,384,8,1,7,2,1065.699951
reduction,67108864,512,512,0,384,16,1,7,2,1604.800049
reduction,1073741824,512,512,1,0,1,0,7,2,6187.200195
reduction,1073741824,512,512,1,0,1,1,7,2,60327.000000
reduction,536870912,512,512,1,0,2,0,7,2,5840.299805
reduction,536870912,512,512,1,0,2,1,7,2,52791.101563
reduction,268435456,512,512,1,0,4,0,7,2,5840.299805
reduction,268435456,512,512,1,0,4,1,7,2,38115.800781
reduction,134217728,512,512,1,0,8,0,7,2,5840.299805
reduction,134217728,512,512,1,0,8,1,7,2,23891.900391
reduction,67108864,512,512,1,0,16,0,7,2,5840.299805
reduction,67108864,512,512,1,0,16,1,7,2,19183.300781
